epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,295.68,0.58764,0.58945,0.95906,0.99638,1,0.995,0.8686,0.58297,0.6369,1.01181,0.0011684,0.0011684,0.0011684
44,300.709,0.57337,0.56123,0.9466,0.9961,1,0.995,0.89392,0.53608,0.64413,0.97826,0.0011486,0.0011486,0.0011486
45,305.99,0.55419,0.53249,0.93397,0.99424,1,0.995,0.8913,0.51618,0.62271,0.9455,0.0011288,0.0011288,0.0011288
46,310.848,0.55167,0.55516,0.94964,0.99592,1,0.995,0.88322,0.55706,0.59413,0.94987,0.001109,0.001109,0.001109
47,315.785,0.56054,0.49739,0.93641,0.99402,1,0.995,0.89684,0.52829,0.57627,0.93665,0.0010892,0.0010892,0.0010892
48,320.815,0.56332,0.50937,0.94333,0.99294,1,0.995,0.86855,0.59033,0.58615,0.95579,0.0010694,0.0010694,0.0010694
49,325.919,0.5221,0.53597,0.9096,0.99481,1,0.995,0.86588,0.63271,0.5688,0.96832,0.0010496,0.0010496,0.0010496
50,331.137,0.55741,0.55695,0.94809,0.99596,1,0.995,0.87363,0.58721,0.57154,0.95159,0.0010298,0.0010298,0.0010298
51,336.505,0.63352,0.54789,0.99827,0.99535,1,0.995,0.87325,0.53136,0.5774,0.96608,0.00101,0.00101,0.00101
52,342.929,0.55663,0.49612,0.99493,0.99599,1,0.995,0.90552,0.52106,0.56077,0.96006,0.0009902,0.0009902,0.0009902
53,349.528,0.61304,0.53446,0.99976,0.99625,1,0.995,0.8774,0.56262,0.56607,0.96281,0.0009704,0.0009704,0.0009704
54,355.215,0.63218,0.58,0.95949,0.99663,1,0.995,0.88014,0.548,0.543,0.98082,0.0009506,0.0009506,0.0009506
55,361.32,0.62852,0.49847,0.94952,0.9966,1,0.995,0.85553,0.57636,0.58604,1.02071,0.0009308,0.0009308,0.0009308
56,367.285,0.59211,0.54334,0.93492,0.99688,1,0.995,0.84761,0.62593,0.57991,1.05146,0.000911,0.000911,0.000911
57,373.343,0.54517,0.48113,0.91652,0.99703,1,0.995,0.8671,0.63243,0.56188,1.0411,0.0008912,0.0008912,0.0008912
58,379.285,0.59158,0.49259,0.9672,0.99696,1,0.995,0.88216,0.60052,0.49232,0.99687,0.0008714,0.0008714,0.0008714
59,385.357,0.54248,0.48659,0.97891,0.99694,1,0.995,0.8556,0.61845,0.50553,0.99185,0.0008516,0.0008516,0.0008516
60,391.315,0.54402,0.46613,0.93903,0.99682,1,0.995,0.87408,0.63505,0.53012,1.00347,0.0008318,0.0008318,0.0008318
61,397.247,0.57041,0.52269,0.93323,0.99668,1,0.995,0.86919,0.58829,0.51855,0.98638,0.000812,0.000812,0.000812
62,403.112,0.59224,0.52197,0.97614,0.99668,1,0.995,0.87608,0.54444,0.49284,0.96866,0.0007922,0.0007922,0.0007922
63,409.29,0.54099,0.49278,0.9307,0.99666,1,0.995,0.87304,0.5402,0.52244,0.96253,0.0007724,0.0007724,0.0007724
64,415.547,0.55393,0.47328,0.95033,0.99669,1,0.995,0.89492,0.544,0.5242,0.95883,0.0007526,0.0007526,0.0007526
65,421.317,0.54884,0.46544,0.95118,0.9967,1,0.995,0.89943,0.54266,0.51418,0.95507,0.0007328,0.0007328,0.0007328
66,427.414,0.55805,0.48389,0.95275,0.99682,1,0.995,0.88682,0.54625,0.50569,0.94698,0.000713,0.000713,0.000713
67,433.38,0.52237,0.46501,0.94004,0.99682,1,0.995,0.87241,0.55706,0.48614,0.94885,0.0006932,0.0006932,0.0006932
68,440.356,0.51515,0.4662,0.92719,0.99691,1,0.995,0.87518,0.54414,0.46755,0.95305,0.0006734,0.0006734,0.0006734
69,446.641,0.49115,0.46399,0.94632,0.99691,1,0.995,0.86227,0.56944,0.47056,0.95878,0.0006536,0.0006536,0.0006536
70,452.56,0.4486,0.46479,0.92592,0.99701,1,0.995,0.86943,0.60095,0.46209,0.9617,0.0006338,0.0006338,0.0006338
71,458.566,0.51292,0.46455,0.95881,0.99698,1,0.995,0.86997,0.61104,0.47462,0.96377,0.000614,0.000614,0.000614
72,464.434,0.53589,0.46691,0.92023,0.99693,1,0.995,0.88188,0.58173,0.47316,0.94939,0.0005942,0.0005942,0.0005942
73,470.684,0.58223,0.49267,0.95892,0.99692,1,0.995,0.8718,0.55366,0.48699,0.94139,0.0005744,0.0005744,0.0005744
74,476.582,0.46475,0.44592,0.90722,0.9969,1,0.995,0.85917,0.55032,0.46547,0.95532,0.0005546,0.0005546,0.0005546
75,482.517,0.48891,0.45166,0.9141,0.99686,1,0.995,0.85765,0.56076,0.47016,0.97828,0.0005348,0.0005348,0.0005348
76,488.684,0.54493,0.45486,0.9252,0.99687,1,0.995,0.86595,0.56894,0.48124,0.98611,0.000515,0.000515,0.000515
77,494.678,0.58482,0.46434,0.93967,0.99684,1,0.995,0.89074,0.55001,0.48033,0.96722,0.0004952,0.0004952,0.0004952
78,500.744,0.47301,0.42618,0.90855,0.99687,1,0.995,0.88848,0.5333,0.48783,0.94854,0.0004754,0.0004754,0.0004754
79,507.007,0.5483,0.45452,0.94272,0.99687,1,0.995,0.88046,0.52152,0.49758,0.94135,0.0004556,0.0004556,0.0004556
80,512.926,0.53752,0.45863,0.95066,0.99682,1,0.995,0.88122,0.51477,0.48827,0.94256,0.0004358,0.0004358,0.0004358
81,518.905,0.53506,0.44386,0.93054,0.99683,1,0.995,0.88271,0.50193,0.46564,0.94244,0.000416,0.000416,0.000416
82,524.924,0.50483,0.42269,0.90094,0.99684,1,0.995,0.90812,0.49101,0.45049,0.94676,0.0003962,0.0003962,0.0003962
83,531.233,0.47271,0.42825,0.92078,0.99684,1,0.995,0.90454,0.49436,0.44514,0.9569,0.0003764,0.0003764,0.0003764
84,537.417,0.45248,0.40613,0.91362,0.99687,1,0.995,0.89683,0.50397,0.4394,0.96008,0.0003566,0.0003566,0.0003566
85,543.483,0.48782,0.40844,0.9036,0.99697,1,0.995,0.89848,0.50997,0.43466,0.95794,0.0003368,0.0003368,0.0003368
86,549.612,0.46486,0.39948,0.90996,0.997,1,0.995,0.9038,0.52368,0.43624,0.95657,0.000317,0.000317,0.000317
87,555.862,0.48113,0.40842,0.90718,0.99693,1,0.995,0.89445,0.53605,0.43413,0.95226,0.0002972,0.0002972,0.0002972
88,561.933,0.44288,0.4258,0.93281,0.99696,1,0.995,0.88442,0.54406,0.43876,0.94647,0.0002774,0.0002774,0.0002774
89,567.688,0.4742,0.38774,0.89768,0.99693,1,0.995,0.88874,0.53742,0.44009,0.9429,0.0002576,0.0002576,0.0002576
90,573.907,0.47673,0.41429,0.92509,0.9969,1,0.995,0.89601,0.52408,0.43184,0.94438,0.0002378,0.0002378,0.0002378
91,580.316,0.38817,0.46799,0.88977,0.99696,1,0.995,0.9055,0.50757,0.42169,0.94225,0.000218,0.000218,0.000218
92,586.04,0.39302,0.46761,0.8676,0.99696,1,0.995,0.89597,0.50009,0.4219,0.93654,0.0001982,0.0001982,0.0001982
93,592.178,0.37208,0.4639,0.87196,0.99691,1,0.995,0.90705,0.49941,0.43309,0.93456,0.0001784,0.0001784,0.0001784
94,598.172,0.37486,0.41919,0.87198,0.99689,1,0.995,0.90969,0.4985,0.44919,0.93245,0.0001586,0.0001586,0.0001586
95,604.028,0.37601,0.38664,0.83242,0.9968,1,0.995,0.89771,0.49449,0.45506,0.93397,0.0001388,0.0001388,0.0001388
96,609.969,0.37819,0.4127,0.8545,0.99683,1,0.995,0.89826,0.49189,0.45597,0.93744,0.000119,0.000119,0.000119
97,615.929,0.39253,0.39838,0.84296,0.99679,1,0.995,0.89559,0.49072,0.45196,0.94148,9.92e-05,9.92e-05,9.92e-05
98,621.953,0.34195,0.40865,0.83676,0.99688,1,0.995,0.89571,0.49401,0.44914,0.94699,7.94e-05,7.94e-05,7.94e-05
99,628.051,0.34596,0.41323,0.84892,0.99684,1,0.995,0.89619,0.49469,0.44415,0.94952,5.96e-05,5.96e-05,5.96e-05
100,634.158,0.34059,0.39294,0.85962,0.99686,1,0.995,0.89542,0.49258,0.43978,0.95328,3.98e-05,3.98e-05,3.98e-05
